12:22:41.896 [http-nio-9992-exec-1] INFO  BUSINESS - 创建默认用户信息,id:2069999697694900225
18:51:53.534 [http-nio-9992-exec-5] INFO  BUSINESS - 删除用户所有关注信息,attentionId:2070002892391436289
18:52:36.866 [main] INFO  BUSINESS - user服务启动
18:52:42.120 [main] INFO  BUSINESS - gate服务启动
18:52:44.848 [main] INFO  BUSINESS - auth服务启动
18:52:56.579 [main] INFO  BUSINESS - auth服务启动
18:53:23.396 [http-nio-9990-exec-1] INFO  BUSINESS - 进入登录过滤器
18:53:23.763 [http-nio-9990-exec-1] INFO  BUSINESS - 用户请求注销,用户id：2070002892391436289
18:53:23.913 [http-nio-9990-exec-1] INFO  BUSINESS - 用户注销验证成功
18:53:23.919 [http-nio-9990-exec-1] INFO  BUSINESS - 用户角色已删除
18:53:24.073 [http-nio-9992-exec-1] INFO  BUSINESS - 进入用户登录过滤器
18:53:24.373 [http-nio-9992-exec-1] INFO  BUSINESS - 删除用户信息,id:2070002892391436289
19:08:51.536 [main] INFO  BUSINESS - auth服务启动
19:09:53.353 [http-nio-9990-exec-1] INFO  BUSINESS - 进入登录过滤器
19:09:53.676 [http-nio-9990-exec-1] INFO  BUSINESS - 用户请求注销,用户id：2070002892391436289
19:09:53.820 [http-nio-9990-exec-1] INFO  BUSINESS - 用户注销验证成功
19:09:53.823 [http-nio-9990-exec-1] INFO  BUSINESS - 用户角色已删除
19:09:53.932 [http-nio-9992-exec-3] INFO  BUSINESS - 进入用户登录过滤器
19:09:53.935 [http-nio-9992-exec-3] INFO  BUSINESS - 删除用户信息,id:2070002892391436289
19:09:53.945 [http-nio-9990-exec-1] INFO  BUSINESS - 用户信息已删除
19:09:53.947 [http-nio-9992-exec-7] INFO  BUSINESS - 进入用户登录过滤器
19:09:53.953 [http-nio-9992-exec-7] INFO  BUSINESS - 删除用户所有关注信息,attentionId:2070002892391436289
19:11:45.480 [http-nio-9990-exec-3] INFO  BUSINESS - 进入登录过滤器
19:11:45.482 [http-nio-9990-exec-3] INFO  BUSINESS - 用户请求注销,用户id：2070002892391436289
19:11:45.544 [http-nio-9990-exec-3] INFO  BUSINESS - 用户注销验证成功
19:11:45.548 [http-nio-9990-exec-3] INFO  BUSINESS - 用户角色已删除
19:11:45.552 [http-nio-9992-exec-6] INFO  BUSINESS - 进入用户登录过滤器
19:11:45.553 [http-nio-9992-exec-6] INFO  BUSINESS - 删除用户信息,id:2070002892391436289
19:11:45.556 [http-nio-9990-exec-3] INFO  BUSINESS - 用户信息已删除
19:11:45.557 [http-nio-9992-exec-4] INFO  BUSINESS - 进入用户登录过滤器
19:11:45.559 [http-nio-9992-exec-4] INFO  BUSINESS - 删除用户所有关注信息,attentionId:2070002892391436289
19:13:09.160 [main] INFO  BUSINESS - auth服务启动
19:13:19.093 [http-nio-9990-exec-1] INFO  BUSINESS - 进入登录过滤器
19:13:19.426 [http-nio-9990-exec-1] INFO  BUSINESS - 用户请求注销,用户id：2070002892391436289
19:13:19.578 [http-nio-9990-exec-1] INFO  BUSINESS - 用户注销验证成功
19:13:19.581 [http-nio-9990-exec-1] INFO  BUSINESS - 用户角色已删除
19:13:19.673 [http-nio-9992-exec-9] INFO  BUSINESS - 进入用户登录过滤器
19:13:19.675 [http-nio-9992-exec-9] INFO  BUSINESS - 删除用户信息,id:2070002892391436289
19:13:19.683 [http-nio-9990-exec-1] INFO  BUSINESS - 用户信息已删除
19:13:19.685 [http-nio-9992-exec-10] INFO  BUSINESS - 进入用户登录过滤器
19:13:19.686 [http-nio-9992-exec-10] INFO  BUSINESS - 删除用户所有关注信息,attentionId:2070002892391436289
19:14:04.090 [http-nio-9990-exec-2] INFO  BUSINESS - 进入登录过滤器
19:14:04.092 [http-nio-9990-exec-2] INFO  BUSINESS - 用户请求注销,用户id：2070002892391436289
19:14:04.158 [http-nio-9990-exec-2] INFO  BUSINESS - 用户注销验证成功
19:14:04.162 [http-nio-9990-exec-2] INFO  BUSINESS - 用户角色已删除
19:14:04.164 [http-nio-9992-exec-1] INFO  BUSINESS - 进入用户登录过滤器
19:14:04.165 [http-nio-9992-exec-1] INFO  BUSINESS - 删除用户信息,id:2070002892391436289
19:14:04.170 [http-nio-9990-exec-2] INFO  BUSINESS - 用户信息已删除
19:14:04.171 [http-nio-9992-exec-2] INFO  BUSINESS - 进入用户登录过滤器
19:14:04.173 [http-nio-9992-exec-2] INFO  BUSINESS - 删除用户所有关注信息,attentionId:2070002892391436289
19:19:14.841 [http-nio-9990-exec-9] INFO  BUSINESS - 进入登录过滤器
19:19:14.843 [http-nio-9990-exec-9] INFO  BUSINESS - 用户请求注销,用户id：2070002892391436289
19:19:14.905 [http-nio-9990-exec-9] INFO  BUSINESS - 用户注销验证成功
19:19:14.907 [http-nio-9990-exec-9] INFO  BUSINESS - 用户角色已删除
19:19:14.911 [http-nio-9992-exec-7] INFO  BUSINESS - 进入用户登录过滤器
19:19:14.912 [http-nio-9992-exec-7] INFO  BUSINESS - 删除用户信息,id:2070002892391436289
19:19:14.915 [http-nio-9990-exec-9] INFO  BUSINESS - 用户信息已删除
19:19:14.917 [http-nio-9992-exec-5] INFO  BUSINESS - 进入用户登录过滤器
19:19:14.918 [http-nio-9992-exec-5] INFO  BUSINESS - 删除用户所有关注信息,attentionId:2070002892391436289
19:24:47.904 [http-nio-9990-exec-6] INFO  BUSINESS - 进入登录过滤器
19:24:47.906 [http-nio-9990-exec-6] INFO  BUSINESS - 用户请求注销,用户id：2070002892391436289
19:24:53.728 [http-nio-9990-exec-7] INFO  BUSINESS - 进入登录过滤器
19:24:53.730 [http-nio-9990-exec-7] INFO  BUSINESS - 用户请求注销,用户id：2070002892391436289
19:24:53.792 [http-nio-9990-exec-7] INFO  BUSINESS - 用户注销验证成功
19:24:53.796 [http-nio-9990-exec-7] INFO  BUSINESS - 用户角色已删除
19:24:53.798 [http-nio-9992-exec-4] INFO  BUSINESS - 进入用户登录过滤器
19:24:53.800 [http-nio-9992-exec-4] INFO  BUSINESS - 删除用户信息,id:2070002892391436289
19:24:53.806 [http-nio-9990-exec-7] INFO  BUSINESS - 用户信息已删除
19:24:53.807 [http-nio-9992-exec-8] INFO  BUSINESS - 进入用户登录过滤器
19:24:53.808 [http-nio-9992-exec-8] INFO  BUSINESS - 删除用户所有关注信息,attentionId:2070002892391436289
19:27:09.805 [main] INFO  BUSINESS - auth服务启动
19:27:14.298 [main] INFO  BUSINESS - user服务启动
19:28:06.047 [main] INFO  BUSINESS - auth服务启动
19:28:17.462 [http-nio-9990-exec-1] INFO  BUSINESS - 进入登录过滤器
19:28:17.783 [http-nio-9990-exec-1] INFO  BUSINESS - 用户请求注销,用户id：2070002892391436289
19:28:17.918 [http-nio-9990-exec-1] INFO  BUSINESS - 用户注销验证成功
19:28:17.925 [http-nio-9990-exec-1] INFO  BUSINESS - 用户角色已删除
19:28:18.099 [http-nio-9992-exec-3] INFO  BUSINESS - 进入用户登录过滤器
19:28:18.408 [http-nio-9992-exec-3] INFO  BUSINESS - 删除用户信息,id:2070002892391436289
19:28:18.456 [http-nio-9990-exec-1] INFO  BUSINESS - 用户信息已删除
19:28:18.459 [http-nio-9992-exec-1] INFO  BUSINESS - 进入用户登录过滤器
19:28:18.463 [http-nio-9992-exec-1] INFO  BUSINESS - 删除用户所有关注信息,attentionId:2070002892391436289
19:29:17.751 [main] INFO  BUSINESS - user服务启动
19:29:23.256 [http-nio-9990-exec-3] INFO  BUSINESS - 进入登录过滤器
19:29:23.258 [http-nio-9990-exec-3] INFO  BUSINESS - 用户请求注销,用户id：2070002892391436289
19:29:23.320 [http-nio-9990-exec-3] INFO  BUSINESS - 用户注销验证成功
19:29:23.321 [http-nio-9990-exec-3] INFO  BUSINESS - 用户角色已删除
19:29:23.418 [http-nio-9992-exec-1] INFO  BUSINESS - 进入用户登录过滤器
19:29:23.737 [http-nio-9992-exec-1] INFO  BUSINESS - 删除用户信息,id:2070002892391436289
19:29:23.783 [http-nio-9990-exec-3] INFO  BUSINESS - 用户信息已删除
19:29:23.785 [http-nio-9992-exec-2] INFO  BUSINESS - 进入用户登录过滤器
19:29:23.790 [http-nio-9992-exec-2] INFO  BUSINESS - 删除用户所有关注信息,attentionId:2070002892391436289
19:39:15.572 [main] INFO  BUSINESS - auth服务启动
19:39:18.658 [main] INFO  BUSINESS - user服务启动
19:39:34.939 [http-nio-9990-exec-1] INFO  BUSINESS - 进入登录过滤器
19:39:35.281 [http-nio-9990-exec-1] INFO  BUSINESS - 用户请求注销,用户id：2070002892391436289
19:39:35.421 [http-nio-9990-exec-1] INFO  BUSINESS - 用户注销验证成功
19:39:35.426 [http-nio-9990-exec-1] INFO  BUSINESS - 用户角色已删除
19:39:35.577 [http-nio-9992-exec-1] INFO  BUSINESS - 进入用户登录过滤器
19:39:35.864 [http-nio-9992-exec-1] INFO  BUSINESS - 删除用户信息,id:2070002892391436289
19:39:35.907 [http-nio-9990-exec-1] INFO  BUSINESS - 用户信息已删除
19:39:35.910 [http-nio-9992-exec-2] INFO  BUSINESS - 进入用户登录过滤器
19:39:35.917 [http-nio-9992-exec-2] INFO  BUSINESS - 删除用户所有关注信息,attentionId:2070002892391436289
19:50:06.137 [main] INFO  BUSINESS - user服务启动
19:50:11.333 [http-nio-9990-exec-3] INFO  BUSINESS - 进入登录过滤器
19:50:11.337 [http-nio-9990-exec-3] INFO  BUSINESS - 用户请求注销,用户id：2070002892391436289
19:50:11.400 [http-nio-9990-exec-3] INFO  BUSINESS - 用户注销验证成功
19:50:11.405 [http-nio-9990-exec-3] INFO  BUSINESS - 用户角色已删除
19:50:11.462 [http-nio-9992-exec-1] INFO  BUSINESS - 进入用户登录过滤器
19:50:11.800 [http-nio-9992-exec-1] INFO  BUSINESS - 删除用户信息,id:2070002892391436289
19:50:11.841 [http-nio-9990-exec-3] INFO  BUSINESS - 用户信息已删除
19:50:11.843 [http-nio-9992-exec-2] INFO  BUSINESS - 进入用户登录过滤器
19:50:11.848 [http-nio-9992-exec-2] INFO  BUSINESS - 删除用户所有关注信息,attentionId:2070002892391436289
19:50:11.901 [http-nio-9990-exec-3] INFO  BUSINESS - 用户关注信息已删除
19:50:11.909 [http-nio-9990-exec-3] INFO  BUSINESS - 用户已删除
